
SetupTitle, Transfer Curve - Back Gate
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 127
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, AbsId, AbsIs
TestParameter, Function.User.Unit, A, A
TestParameter, Function.User.Definition, abs(Id), abs(Is)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, Vg
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -10
TestParameter, Output.Graph.XAxis.Right, 10
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, AbsId, AbsIs
TestParameter, Output.Graph.YAxis.Scale, Log, Log
TestParameter, Output.Graph.YAxis.Bottom, 0, 0
TestParameter, Output.Graph.YAxis.Top, 1, 1
TestParameter, Output.Graph.YAxis.Group, Group 1, Group 1
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 10/22/2019 13:11:54
MetaData, TestRecord.TestTarget, 2um-4
MetaData, TestRecord.IterationIndex, 7
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 41225ef0-3145-4dae-be7e-1943ab7f34bc
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vg
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -20
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, Group 1, Group 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Log
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-16, 1E-16
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1E-09, 1E-09
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.90909090909090906
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 1.2142857142857142
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU6:MP, Name=Vg, Direction=Double, Linear/Log=LINEAR, Start=2 V, Stop=-20 V, Step=-100 mV, No. of Steps=221, Compliance=10 uA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU1:HR/AS, Name=Vd, Source Mode=V, Source=-2 V, Compliance=10 uA	[CONSTANTS] Unit=SMU4:HR/AS, Name=Vs, Source Mode=V, Source=0 V, Compliance=10 uA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		-0.1	-0.9	2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vg, Id, Is, Vd, Vs, Ig, AbsId, AbsIs
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A, V, V, A, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, Transfer Curve - Back Gate
Dimension1, 442, 442, 442, 442, 442, 442, 442, 442
Dimension2, 1, 1, 1, 1, 1, 1, 1, 1
DataName, Vg, Vd, Vs, Id, Is, Ig, AbsId, AbsIs
DataValue, 2, -2, 0, -3.039E-14, -2.888E-14, 1.31E-12, 3.039E-14, 2.888E-14
DataValue, 1.9000000000000001, -2, 0, -4.6E-15, -6.8199999999999996E-15, 2.2E-13, 4.6E-15, 6.8199999999999996E-15
DataValue, 1.8, -2, 0, 4.9E-16, -6.0899999999999992E-15, 2.7E-13, 4.9E-16, 6.0899999999999992E-15
DataValue, 1.7, -2, 0, 2.45E-15, -1.5299999999999998E-15, 1E-14, 2.45E-15, 1.5299999999999998E-15
DataValue, 1.6, -2, 0, 6.03E-15, 1.14E-15, -1.5E-13, 6.03E-15, 1.14E-15
DataValue, 1.5, -2, 0, 5.25E-15, 3.0699999999999998E-15, -3.1E-13, 5.25E-15, 3.0699999999999998E-15
DataValue, 1.4000000000000001, -2, 0, 8.8099999999999992E-15, 4.9299999999999993E-15, -3E-13, 8.8099999999999992E-15, 4.9299999999999993E-15
DataValue, 1.3, -2, 0, 1.9509999999999997E-14, 6.2199999999999993E-15, -4.1E-13, 1.9509999999999997E-14, 6.2199999999999993E-15
DataValue, 1.2, -2, 0, 8.339999999999999E-15, 6.2099999999999995E-15, -5.2E-13, 8.339999999999999E-15, 6.2099999999999995E-15
DataValue, 1.1, -2, 0, 1.3039999999999999E-14, 8.4299999999999985E-15, -4.4E-13, 1.3039999999999999E-14, 8.4299999999999985E-15
DataValue, 1, -2, 0, 1.542E-14, 1.3259999999999999E-14, -7E-13, 1.542E-14, 1.3259999999999999E-14
DataValue, 0.9, -2, 0, 2.065E-14, 1.123E-14, -9.4E-13, 2.065E-14, 1.123E-14
DataValue, 0.8, -2, 0, 2.096E-14, 1.2029999999999999E-14, -9.5E-13, 2.096E-14, 1.2029999999999999E-14
DataValue, 0.70000000000000007, -2, 0, 2.147E-14, 1.4219999999999998E-14, -7.3E-13, 2.147E-14, 1.4219999999999998E-14
DataValue, 0.6, -2, 0, 1.8899999999999997E-14, 1.0519999999999999E-14, -6.6E-13, 1.8899999999999997E-14, 1.0519999999999999E-14
DataValue, 0.5, -2, 0, 2.1369999999999998E-14, 1.5899999999999997E-14, -8.7E-13, 2.1369999999999998E-14, 1.5899999999999997E-14
DataValue, 0.4, -2, 0, 1.8599999999999998E-14, 1.3169999999999999E-14, -6.6E-13, 1.8599999999999998E-14, 1.3169999999999999E-14
DataValue, 0.3, -2, 0, 1.709E-14, 1.26E-14, -8.3E-13, 1.709E-14, 1.26E-14
DataValue, 0.2, -2, 0, 2.3829999999999998E-14, 1.577E-14, -8.2E-13, 2.3829999999999998E-14, 1.577E-14
DataValue, 0.1, -2, 0, 1.9979999999999997E-14, 1.295E-14, -8.8E-13, 1.9979999999999997E-14, 1.295E-14
DataValue, 0, -2, 0, 2.4529999999999998E-14, 1.763E-14, -1.07E-12, 2.4529999999999998E-14, 1.763E-14
DataValue, -0.1, -2, 0, 1.629E-14, 1.132E-14, -6.1E-13, 1.629E-14, 1.132E-14
DataValue, -0.2, -2, 0, 1.8299999999999998E-14, 1.1629999999999999E-14, -7.3E-13, 1.8299999999999998E-14, 1.1629999999999999E-14
DataValue, -0.3, -2, 0, 2.0829999999999998E-14, 1.486E-14, -9.5E-13, 2.0829999999999998E-14, 1.486E-14
DataValue, -0.4, -2, 0, 2.4759999999999997E-14, 1.1539999999999999E-14, -7E-13, 2.4759999999999997E-14, 1.1539999999999999E-14
DataValue, -0.5, -2, 0, 2.1549999999999997E-14, 1.749E-14, -7.5E-13, 2.1549999999999997E-14, 1.749E-14
DataValue, -0.6, -2, 0, 2.4039999999999998E-14, 1.7169999999999998E-14, -8.9E-13, 2.4039999999999998E-14, 1.7169999999999998E-14
DataValue, -0.70000000000000007, -2, 0, 1.826E-14, 1.146E-14, -6.6E-13, 1.826E-14, 1.146E-14
DataValue, -0.8, -2, 0, 2.4669999999999997E-14, 1.946E-14, -7.6E-13, 2.4669999999999997E-14, 1.946E-14
DataValue, -0.9, -2, 0, 2.2929999999999997E-14, 1.9509999999999997E-14, -1.27E-12, 2.2929999999999997E-14, 1.9509999999999997E-14
DataValue, -1, -2, 0, 2.0479999999999998E-14, 1.7799999999999997E-14, -1.11E-12, 2.0479999999999998E-14, 1.7799999999999997E-14
DataValue, -1.1, -2, 0, 2.7409999999999997E-14, 2.2069999999999998E-14, -8.5E-13, 2.7409999999999997E-14, 2.2069999999999998E-14
DataValue, -1.2, -2, 0, 2.871E-14, 2.3029999999999998E-14, -1.01E-12, 2.871E-14, 2.3029999999999998E-14
DataValue, -1.3, -2, 0, 2.0169999999999998E-14, 1.561E-14, -7E-13, 2.0169999999999998E-14, 1.561E-14
DataValue, -1.4000000000000001, -2, 0, 1.936E-14, 1.523E-14, -8.6E-13, 1.936E-14, 1.523E-14
DataValue, -1.5, -2, 0, 2.1949999999999997E-14, 1.6419999999999998E-14, -9.7E-13, 2.1949999999999997E-14, 1.6419999999999998E-14
DataValue, -1.6, -2, 0, 2.4689999999999997E-14, 3.0289999999999996E-14, -2.2E-12, 2.4689999999999997E-14, 3.0289999999999996E-14
DataValue, -1.7, -2, 0, 3.983E-14, 2.8549999999999996E-14, -1.49E-12, 3.983E-14, 2.8549999999999996E-14
DataValue, -1.8, -2, 0, 2.885E-14, 3.1789999999999996E-14, -1.7299999999999999E-12, 2.885E-14, 3.1789999999999996E-14
DataValue, -1.9000000000000001, -2, 0, 1.474E-14, 1.856E-14, -6.1E-13, 1.474E-14, 1.856E-14
DataValue, -2, -2, 0, 2.283E-14, 3.2349999999999996E-14, -1.4E-12, 2.283E-14, 3.2349999999999996E-14
DataValue, -2.1, -2, 0, 1.1979999999999998E-14, 1.9469999999999998E-14, -8.1E-13, 1.1979999999999998E-14, 1.9469999999999998E-14
DataValue, -2.2, -2, 0, 1.781E-14, 2.4389999999999998E-14, -1.01E-12, 1.781E-14, 2.4389999999999998E-14
DataValue, -2.3000000000000003, -2, 0, 2.2379999999999998E-14, 2.847E-14, -1.28E-12, 2.2379999999999998E-14, 2.847E-14
DataValue, -2.4, -2, 0, 1.3199999999999998E-14, 2.372E-14, -8.4E-13, 1.3199999999999998E-14, 2.372E-14
DataValue, -2.5, -2, 0, 3.5199999999999996E-15, 2.452E-14, -4.9E-13, 3.5199999999999996E-15, 2.452E-14
DataValue, -2.6, -2, 0, 3.7599999999999996E-15, 3.034E-14, -1.03E-12, 3.7599999999999996E-15, 3.034E-14
DataValue, -2.7, -2, 0, 1.4099999999999998E-15, 4.0659999999999994E-14, -1.06E-12, 1.4099999999999998E-15, 4.0659999999999994E-14
DataValue, -2.8000000000000003, -2, 0, -7.36E-15, 4.5189999999999995E-14, -1.23E-12, 7.36E-15, 4.5189999999999995E-14
DataValue, -2.9, -2, 0, -8.23E-15, 3.8279999999999996E-14, -8E-13, 8.23E-15, 3.8279999999999996E-14
DataValue, -3, -2, 0, 1.3949999999999998E-14, 6.723E-14, -9.1E-13, 1.3949999999999998E-14, 6.723E-14
DataValue, -3.1, -2, 0, -8.72E-15, 5.169E-14, -8.7E-13, 8.72E-15, 5.169E-14
DataValue, -3.2, -2, 0, -1.1499999999999998E-14, 5.0549999999999997E-14, -9E-13, 1.1499999999999998E-14, 5.0549999999999997E-14
DataValue, -3.3000000000000003, -2, 0, -7.2499999999999991E-15, 5.689E-14, -1.09E-12, 7.2499999999999991E-15, 5.689E-14
DataValue, -3.4, -2, 0, -9.14E-15, 6.502E-14, -8.7E-13, 9.14E-15, 6.502E-14
DataValue, -3.5, -2, 0, -2.2929999999999997E-14, 6.771E-14, -8.1E-13, 2.2929999999999997E-14, 6.771E-14
DataValue, -3.6, -2, 0, -5.194E-14, 9.337E-14, -1.04E-12, 5.194E-14, 9.337E-14
DataValue, -3.7, -2, 0, -5.326E-14, 9.6709999999999986E-14, -9.7E-13, 5.326E-14, 9.6709999999999986E-14
DataValue, -3.8000000000000003, -2, 0, -5.5989999999999997E-14, 9.339E-14, -5.7E-13, 5.5989999999999997E-14, 9.339E-14
DataValue, -3.9, -2, 0, -8.3449999999999988E-14, 1.2201E-13, -6.4E-13, 8.3449999999999988E-14, 1.2201E-13
DataValue, -4, -2, 0, -7.632E-14, 1.0535999999999999E-13, -6.7E-13, 7.632E-14, 1.0535999999999999E-13
DataValue, -4.1, -2, 0, -8.0539999999999991E-14, 1.2335E-13, -6.7E-13, 8.0539999999999991E-14, 1.2335E-13
DataValue, -4.2, -2, 0, -8.212E-14, 1.3019E-13, -9.6E-13, 8.212E-14, 1.3019E-13
DataValue, -4.3, -2, 0, -1.0083E-13, 1.2274999999999998E-13, -7.4E-13, 1.0083E-13, 1.2274999999999998E-13
DataValue, -4.4, -2, 0, -1.3816999999999998E-13, 1.8796999999999998E-13, -7.4E-13, 1.3816999999999998E-13, 1.8796999999999998E-13
